,temp_mean,rain_mean
1.11344E+12,28.175,0.304166667
1.11352E+12,27.5,6.383333333
1.11361E+12,27.35,13.82916667
1.1137E+12,27.55,0
1.11378E+12,27.05,18.25833333
1.11387E+12,28.9,0.904166667
1.11396E+12,28.575,2.245833333
1.11404E+12,27.975,3.625
1.11413E+12,28.8,3.604166667
1.11421E+12,29.325,0
1.1143E+12,28.1,6.741666667
1.11439E+12,29.25,0
1.11447E+12,29.8,0
1.11456E+12,29.8,7.475
1.11465E+12,28.875,11.475
1.11473E+12,29.75,0.116666667
1.11482E+12,30.05,0
1.11491E+12,28.175,2.0125
1.11499E+12,29.125,0.5375
1.11508E+12,29.125,5.425
1.11516E+12,28.925,1.829166667
1.11525E+12,27.56666667,28.62916667
1.11534E+12,26.525,34.5
1.11542E+12,28.825,10.875
1.11551E+12,26.05,54.94166667
1.1156E+12,28.775,0.0125
1.11568E+12,26.775,11.52083333
1.11577E+12,29.275,27.36666667
1.11586E+12,26.55,1.033333333
1.11594E+12,29.66666667,0.675
1.11603E+12,29,31.55416667
1.11612E+12,28.16666667,22.2625
1.1162E+12,27.725,1.1375
1.11629E+12,26.56666667,22.2875
1.11637E+12,28.475,0.704166667
1.11646E+12,27.225,16.0625
1.11655E+12,27.65,0.020833333
1.11663E+12,26.55,27.475
1.11672E+12,27.85,0.004166667
1.11681E+12,29.03333333,0.820833333
1.11689E+12,27.575,28.30416667
1.11698E+12,27,13.425
1.11707E+12,27.425,1.6
1.11715E+12,28.2,6.683333333
1.11724E+12,28.725,0.008333333
1.11732E+12,26.475,47.25833333
1.11741E+12,28.15,0.008333333
1.1175E+12,28.7,0
1.11758E+12,27.9,5.216666667
1.11767E+12,29.325,0.1
1.11776E+12,29.66666667,0.25
1.11784E+12,29.16666667,0.525
1.11793E+12,28.45,0.0625
1.11802E+12,28.25,2.6125
1.1181E+12,28.3,12.77083333
1.11819E+12,27.63333333,1.833333333
1.11828E+12,29.35,1.55
1.11836E+12,29.53333333,2.383333333
1.11845E+12,28.725,3.570833333
1.11853E+12,28.3,3.195833333
1.11862E+12,28.43333333,1.829166667
1.11871E+12,28.26666667,0.770833333
1.11879E+12,26.65,13.79166667
1.11888E+12,28.625,0
1.11897E+12,28.125,10.06666667
1.11905E+12,29,0
1.11914E+12,29.25,18.74166667
1.11923E+12,28.775,9.5125
1.11931E+12,26.8,1.229166667
1.1194E+12,27.9,0.045833333
1.11948E+12,29.2,0.804166667
1.11957E+12,27.775,4.745833333
1.11966E+12,27.95,9.154166667
1.11974E+12,27.225,0
1.11983E+12,27.7,0.845833333
1.11992E+12,28.3,1.216666667
1.12E+12,27.2,3.2625
1.12009E+12,27.73333333,1.258333333
1.12018E+12,28.6,0.029166667
1.12026E+12,28.975,0.104166667
1.12035E+12,28.475,8
1.12044E+12,27.4,0.091666667
1.12052E+12,29.13333333,0
1.12061E+12,28.575,0.054166667
1.12069E+12,28.025,0.0125
1.12078E+12,27.375,0.058333333
1.12087E+12,28.575,0.008333333
1.12095E+12,27.36666667,21.72916667
1.12104E+12,27.26666667,7.058333333
1.12113E+12,26.33333333,12
1.12121E+12,27.96666667,0.5
1.1213E+12,27.56666667,8.991666667
1.12139E+12,26.53333333,21.38333333
1.12147E+12,26.03333333,10.03333333
1.12156E+12,27.56666667,0.104166667
1.12164E+12,26.2,43.6125
1.12173E+12,25.7,14.375
1.12182E+12,27.6,0
1.1219E+12,27.26666667,0
1.12199E+12,28.16666667,0.208333333
1.12208E+12,27.06666667,6.845833333
1.12216E+12,26.83333333,7.208333333
1.12225E+12,27.63333333,57.7125
1.12234E+12,25.8,1.020833333
1.12242E+12,27.6,0.004166667
1.12251E+12,28.73333333,0
1.1226E+12,28.83333333,0.008333333
1.12268E+12,26,31.29166667
1.12277E+12,27.9,0
1.12285E+12,28.5,0
1.12294E+12,27.56666667,9.783333333
1.12303E+12,26.43333333,7.745833333
1.12311E+12,25.375,28.87083333
1.1232E+12,28.05,0.004166667
1.12329E+12,28.73333333,0
1.12337E+12,29.1,3.4625
1.12346E+12,28.225,3.270833333
1.12355E+12,28.375,0.475
1.12363E+12,28.825,0.325
1.12372E+12,27.975,18.97916667
1.1238E+12,27.075,0
1.12389E+12,28.575,0
1.12398E+12,28.125,3.154166667
1.12406E+12,28.56666667,0.125
1.12415E+12,28.225,1.5625
1.12424E+12,27.725,4.879166667
1.12432E+12,25.55,7.766666667
1.12441E+12,28.2,0.008333333
1.1245E+12,26.9,12.17083333
1.12458E+12,26,7.245833333
1.12467E+12,27.96666667,0
1.12476E+12,25.73333333,21.99166667
1.12484E+12,27.36666667,0
1.12493E+12,27.86666667,0.666666667
1.12501E+12,27.9,0.783333333
1.1251E+12,27.775,0
1.12519E+12,28.775,0
1.12527E+12,29.25,1.695833333
1.12536E+12,27.2,3.279166667
1.12545E+12,28.625,0.05
1.12553E+12,28.225,4.475
1.12562E+12,26.825,7.85
1.12571E+12,27.55,5.517391304
1.12579E+12,26.375,28.4826087
1.12588E+12,28.1,0.195652174
1.12596E+12,29.375,0
1.12605E+12,29.35,23.04347826
1.12614E+12,27.85,0.404347826
1.12622E+12,29.125,0.004347826
1.12631E+12,27.8,11.08695652
1.1264E+12,28.05,2.291304348
1.12648E+12,27.26666667,18.05652174
1.12657E+12,27.45,4.034782609
1.12666E+12,28.5,0.004347826
1.12674E+12,28.175,4.782608696
1.12683E+12,27.725,4.97826087
1.12692E+12,28.55,31.05217391
1.127E+12,26.73333333,1.813043478
1.12709E+12,27.1,15.54782609
1.12717E+12,27.025,4.420833333
1.12726E+12,26.425,2.966666667
1.12735E+12,25.625,17.375
1.12743E+12,27.35,0
1.12752E+12,28.5,2.079166667
1.12761E+12,27.65,0.766666667
1.12769E+12,28.675,1.133333333
1.12778E+12,29.175,0.0125
1.12787E+12,27.325,10.2125
1.12795E+12,27.35,5.220833333
1.12804E+12,27.26666667,13.0875
1.12812E+12,26.96666667,1.5625
1.12821E+12,26.9,2.2
1.1283E+12,27.46666667,35.87083333
1.12838E+12,27.575,53.31304348
1.12847E+12,26.675,0.02173913
1.12856E+12,28.3,4.047826087
1.12864E+12,28.025,0.539130435
1.12873E+12,27.025,10.8
1.12882E+12,27.975,2.12173913
1.1289E+12,28.75,0.2
1.12899E+12,28.875,0.052173913
1.12908E+12,28.3,6.781818182
1.12916E+12,27.2,2.652173913
1.12925E+12,26.375,14.26521739
1.12933E+12,27.6,0.008695652
1.12942E+12,25.56666667,84.67826087
1.12951E+12,25.73333333,0.0625
1.12959E+12,26.85,5.5125
1.12968E+12,26.175,6.2375
1.12977E+12,25.975,1.720833333
1.12985E+12,27.9,3.75
1.12994E+12,27.5,12.2875
1.13003E+12,26.85,0.045833333
1.13011E+12,27.475,7.691666667
1.1302E+12,26.25,30.48333333
1.13028E+12,26,0.7125
1.13037E+12,26.8,39.30869565
1.13046E+12,26.9,1.073913043
1.13054E+12,27.925,0
1.13063E+12,28.9,0.269565217
1.13072E+12,27.925,9.741666667
1.1308E+12,28.875,2.708333333
1.13089E+12,27.9,6.620833333
1.13098E+12,27.175,21.3125
1.13106E+12,26.2,4.725
1.13115E+12,27.3,6.125
1.13124E+12,27,0.841666667
1.13132E+12,28.13333333,0.220833333
1.13141E+12,28.56666667,0.629166667
1.13149E+12,27.45,7.7
1.13158E+12,26.4,8.9125
1.13167E+12,27.7,15.47916667
1.13175E+12,27.93333333,0.0625
1.13184E+12,28.55,0.05
1.13193E+12,27.875,1.975
1.13201E+12,27.36666667,0.820833333
1.1321E+12,27.5,65.91666667
1.13219E+12,26.675,0.704166667
1.13227E+12,27.125,9.520833333
1.13236E+12,27.03333333,0.958333333
1.13244E+12,26.075,4.608333333
1.13253E+12,24.725,2.279166667
1.13262E+12,24.1,43.8875
1.1327E+12,25.3,0.9125
1.13279E+12,27.7,8.629166667
1.13288E+12,26.075,1.041666667
1.13296E+12,26.46666667,10.35
1.13305E+12,27.05,0.004166667
1.13314E+12,26.825,0.766666667
1.13322E+12,27.125,26.70416667
1.13331E+12,25.775,0.258333333
1.1334E+12,26.5,2.175
1.13348E+12,27.4,7.217391304
1.13357E+12,26.7,0
1.13365E+12,28.25,4.156521739
1.13374E+12,26.725,1.886956522
1.13383E+12,27.925,0.008333333
1.13391E+12,27.275,42.19166667
1.134E+12,27.325,0.8875
1.13409E+12,26.76666667,7.6375
1.13417E+12,26.525,15.80833333
1.13426E+12,26.175,1.8625
1.13435E+12,28.125,2.625
1.13443E+12,27.93333333,4.2375
1.13452E+12,27.525,0.004166667
1.1346E+12,28.825,0.008333333
1.13469E+12,28.6,0.3875
1.13478E+12,27.2,5.145833333
1.13486E+12,26.375,2.6375
1.13495E+12,26.8,0.1875
1.13504E+12,27,1.895833333
1.13512E+12,27.3,2.0875
1.13521E+12,25.55,18.36666667
1.1353E+12,25.625,3.191666667
1.13538E+12,26.175,54.69166667
1.13547E+12,26.375,0.995652174
1.13556E+12,26.875,0.173913043
1.13564E+12,26.675,16.72173913
1.13573E+12,26.85,1.830434783
1.13581E+12,26.56666667,3.573913043
1.1359E+12,27.2,0.860869565
1.13599E+12,26.225,36.0826087
1.13607E+12,25.575,20.92916667
1.13616E+12,25.975,5.325
1.13625E+12,27.275,1.708333333
1.13633E+12,25.375,17.0875
1.13642E+12,25.7,21.57916667
1.13651E+12,25.9,10.76666667
1.13659E+12,25.7,55.22083333
1.13668E+12,24.425,105.5375
1.13676E+12,24.85,39.5875
1.13685E+12,24.65,17.3
1.13694E+12,25.525,37.40833333
1.13702E+12,23.375,38.17083333
1.13711E+12,26.15,0.154166667
1.1372E+12,27.025,2.829166667
1.13728E+12,26.975,1.758333333
1.13737E+12,26.775,2.175
1.13746E+12,26.05,12.5875
1.13754E+12,26.6,13.44583333
1.13763E+12,26.775,0.683333333
1.13772E+12,27,3.316666667
1.1378E+12,26.725,10.95416667
1.13789E+12,27.2,13.675
1.13797E+12,26.975,0
1.13806E+12,26.45,0.6
1.13815E+12,26.725,0.016666667
1.13823E+12,26.96666667,0
1.13832E+12,26.9,0.029166667
1.13841E+12,27.3,0
1.13849E+12,27.35,0.495833333
1.13858E+12,27.3,0
1.13867E+12,27.225,0
1.13875E+12,26.975,1.091666667
1.13884E+12,27.6,0.029166667
1.13892E+12,27.575,0.2
1.13901E+12,26.3,3.143478261
1.1391E+12,27,19.73043478
1.13918E+12,26.45,1.891304348
1.13927E+12,27.56666667,0
1.13936E+12,27.45,0.056521739
1.13944E+12,25.93333333,29.08695652
1.13953E+12,25.3,14.13478261
1.13962E+12,26.63333333,0
1.1397E+12,27.25,0
1.13979E+12,27.5,0.725
1.13988E+12,28.025,0.016666667
1.13996E+12,27.525,2.3875
1.14005E+12,27.675,2.641666667
1.14013E+12,27.225,17.38333333
1.14022E+12,27.5,12.62083333
1.14031E+12,27.65,0.120833333
1.14039E+12,27.5,0.4875
1.14048E+12,27.75,0.008333333
1.14057E+12,27.55,0.4875
1.14065E+12,27.1,1.316666667
1.14074E+12,27.375,0.654166667
1.14083E+12,28.06666667,0.225
1.14091E+12,27.4,0.0125
1.141E+12,28.175,5.445833333
1.14108E+12,28.33333333,1.304166667
1.14117E+12,28.4,0
1.14126E+12,28.15,0
1.14134E+12,28.26666667,0
1.14143E+12,28.175,0
1.14152E+12,27.45,10.85833333
1.1416E+12,27.675,1.354166667
1.14169E+12,27.85,1.5375
1.14178E+12,28.26666667,0
1.14186E+12,28.375,1.7875
1.14195E+12,28.025,1.070833333
1.14204E+12,28.325,8.025
1.14212E+12,28.425,0.133333333
1.14221E+12,28.05,0
1.14229E+12,28.125,0
1.14238E+12,28.26666667,0
1.14247E+12,28.25,0
1.14255E+12,28.725,0.016666667
1.14264E+12,28.675,1.766666667
1.14273E+12,27.86666667,4.458333333
1.14281E+12,28.43333333,8.858333333
1.1429E+12,26.9,6.1125
1.14299E+12,27.4,11.40833333
1.14307E+12,27.825,0.041666667
1.14316E+12,28.775,0.433333333
1.14324E+12,28.1,1.104166667
1.14333E+12,28.13333333,6.925
1.14342E+12,26.43333333,6.533333333
1.1435E+12,28.15,0.254166667
1.14359E+12,27.275,16.2875
1.14368E+12,27.45,10.225
1.14376E+12,27.16666667,10.45
1.14385E+12,27.125,1.895833333
1.14394E+12,27.175,10.3
1.14402E+12,27.425,21.99166667
1.14411E+12,26.6,14.075
1.1442E+12,27.46666667,11.6125
1.14428E+12,27.75,19.57916667
1.14437E+12,28.225,0.645833333
1.14445E+12,26.475,24.925
1.14454E+12,27.35,0
1.14463E+12,28.225,3.166666667
1.14471E+12,26.46666667,5.804166667
1.1448E+12,28.025,0.9125
1.14489E+12,26.46666667,4.454166667
1.14497E+12,25.6,39.30416667
1.14506E+12,26.175,18.4875
1.14515E+12,26.2,25.20833333
1.14523E+12,27.23333333,29.77083333
1.14532E+12,26.7,32.69583333
1.1454E+12,26.85,3.208333333
1.14549E+12,26.825,6.608333333
1.14558E+12,27.45,4.0625
1.14566E+12,27.375,0.9125
1.14575E+12,27.775,1.991666667
1.14584E+12,26.875,19.40833333
1.14592E+12,27.1,3.879166667
1.14601E+12,26.9,21.7
1.1461E+12,26.925,1.8875
1.14618E+12,27.85,10.525
1.14627E+12,28.55,4.195833333
1.14636E+12,27.9,4.8375
1.14644E+12,27.075,11.8875
1.14653E+12,26.925,1.608333333
1.14661E+12,27.1,2.104166667
1.1467E+12,28.325,4.625
1.14679E+12,26.56666667,11.92083333
1.14687E+12,27.33333333,14.4625
1.14696E+12,27.475,0.004166667
1.14705E+12,28.55,0.191666667
1.14713E+12,28.875,13.07916667
1.14722E+12,28.25,0.066666667
1.14731E+12,28.3,5.769565217
1.14739E+12,27.23333333,12.8826087
1.14748E+12,26.36666667,6.317391304
1.14756E+12,27.25,4.225
1.14765E+12,28.025,0.079166667
1.14774E+12,28.725,0.975
1.14782E+12,28.96666667,0.091666667
1.14791E+12,28.625,0
1.148E+12,28.13333333,3.816666667
1.14808E+12,28.3,0.0875
1.14817E+12,27.05,2.420833333
1.14826E+12,27.06666667,11.85416667
1.14834E+12,27.2,0
1.14843E+12,28,0.05
1.14852E+12,27.63333333,26.1125
1.1486E+12,27.325,7.1375
1.14869E+12,26.96666667,3.975
1.14877E+12,25.35,33.24583333
1.14886E+12,28.16666667,0
1.14895E+12,28.375,3.166666667
1.14903E+12,28.675,0.275
1.14912E+12,27.4,16.09166667
1.14921E+12,28.23333333,1.2625
1.14929E+12,29.25,0
1.14938E+12,28.275,0.070833333
1.14947E+12,28.45,1.4625
1.14955E+12,25.75,31.86666667
1.14964E+12,27.3,2.1
1.14972E+12,26,16.39583333
1.14981E+12,25.525,25.44782609
1.1499E+12,26.875,6.669565217
1.14998E+12,25.075,42.80434783
1.15007E+12,27.55,0.02173913
1.15016E+12,27.125,3.426086957
1.15024E+12,26.85,1.669565217
1.15033E+12,28,3.308695652
1.15042E+12,26.75,11.725
1.1505E+12,27.7,0.070833333
1.15059E+12,27.75,3.1125
1.15068E+12,26.475,18.9875
1.15076E+12,25.96666667,4.845833333
1.15085E+12,27.675,4.3375
1.15093E+12,27.975,11.6375
1.15102E+12,27.63333333,9.25
1.15111E+12,27.5,1.866666667
1.15119E+12,26.25,10.36666667
1.15128E+12,28.73333333,0.008333333
1.15137E+12,29,0
1.15145E+12,29.03333333,0
1.15154E+12,28.325,0.033333333
1.15163E+12,28.825,0
1.15171E+12,29.3,0
1.1518E+12,28.975,10.39583333
1.15188E+12,28.15,0.0625
1.15197E+12,29.075,0
1.15206E+12,29.375,6.966666667
1.15214E+12,26.775,5.929166667
1.15223E+12,28.85,0.004166667
1.15232E+12,29.175,0.2875
1.1524E+12,27.15,36.22083333
1.15249E+12,26.16666667,3.2625
1.15258E+12,27.66666667,9.829166667
1.15266E+12,27.05,0.654166667
1.15275E+12,28.25,3.954166667
1.15284E+12,27.96666667,18.68333333
1.15292E+12,28.26666667,1.466666667
1.15301E+12,28.85,4.7125
1.15309E+12,28.1,7.408333333
1.15318E+12,27.75,1.6
1.15327E+12,26.725,10.3625
1.15335E+12,28.16666667,0
1.15344E+12,28.675,0.241666667
1.15353E+12,28.65,0.679166667
1.15361E+12,28.6,0
1.1537E+12,28.825,3.904166667
1.15379E+12,28.6,0.841666667
1.15387E+12,28.875,0.020833333
1.15396E+12,27.675,7.2
1.15404E+12,26.8,5.545833333
1.15413E+12,26.6,13.13478261
1.15422E+12,26.825,20.66956522
1.1543E+12,25.975,0.913043478
1.15439E+12,28.075,0.791666667
1.15448E+12,28.1,3.833333333
1.15456E+12,28.425,0
1.15465E+12,28.725,0
1.15474E+12,28.475,0.3375
1.15482E+12,28.13333333,0.875
1.15491E+12,28.275,10.34583333
1.155E+12,27.45,0.233333333
1.15508E+12,27.7,11.24583333
1.15517E+12,27.225,0
1.15525E+12,27.55,2.666666667
1.15534E+12,28,0
1.15543E+12,28.2,1.0125
1.15551E+12,28.13333333,1.504166667
1.1556E+12,26.4,30.34583333
1.15569E+12,28.25,0
1.15577E+12,28.675,0.733333333
1.15586E+12,28.725,0.145833333
1.15595E+12,28.26666667,0.754166667
1.15603E+12,28.95,0
1.15612E+12,28.5,0
1.1562E+12,28.8,0.004166667
1.15629E+12,29.025,0.020833333
1.15638E+12,29.05,0.016666667
1.15646E+12,29.45,0.141666667
1.15655E+12,28.3,0.8125
1.15664E+12,27.45,6.7375
1.15672E+12,27.725,0.3875
1.15681E+12,27.375,11.72083333
1.1569E+12,26,71.85
1.15698E+12,24.86666667,22.16363636
1.15707E+12,27.15,0
1.15716E+12,28.15,0.5375
1.15724E+12,28.25,0
1.15733E+12,27.975,16.45833333
1.15741E+12,26.96666667,1.991666667
1.1575E+12,27.675,0.079166667
1.15759E+12,28.4,0.041666667
1.15767E+12,27.725,3.308333333
1.15776E+12,27.86666667,0.8
1.15785E+12,26.5,11.3125
1.15793E+12,27.5,4.266666667
1.15802E+12,28.275,0.0125
1.15811E+12,28.2,1.325
1.15819E+12,27.2,6.516666667
1.15828E+12,25,40.43333333
1.15836E+12,26.4,17.55833333
1.15845E+12,26.05,6.983333333
1.15854E+12,25.93333333,9.6375
1.15862E+12,27.86666667,0
1.15871E+12,28.45,0
1.1588E+12,28.03333333,0.608333333
1.15888E+12,28.475,3.108333333
1.15897E+12,27.76666667,0.2125
1.15906E+12,28.175,6.345833333
1.15914E+12,27.25,2.233333333
1.15923E+12,27.7,0.004166667
1.15932E+12,28.2,1.345833333
1.1594E+12,28.65,0.325
1.15949E+12,28.375,0
1.15957E+12,26.475,14.27916667
1.15966E+12,27.85,0
1.15975E+12,28.325,0
1.15983E+12,28.075,13.20416667
1.15992E+12,28.26666667,0.5875
1.16001E+12,28.33333333,0
1.16009E+12,28.4,0
1.16018E+12,29.23333333,0.004166667
1.16027E+12,28.35,0
1.16035E+12,28.825,0
1.16044E+12,28.35,0.870833333
1.16052E+12,27.43333333,0.308333333
1.16061E+12,28.35,0.4625
1.1607E+12,28.175,1.091666667
1.16078E+12,28.225,0
1.16087E+12,27.75,0.0125
1.16096E+12,28.075,0.125
1.16104E+12,28.6,0.066666667
1.16113E+12,28.775,0.008333333
1.16122E+12,28.6,2.366666667
1.1613E+12,27.225,1.095833333
1.16139E+12,28.525,0
1.16148E+12,27.625,6.545833333
1.16156E+12,27.425,4.595833333
1.16165E+12,27.5,7.183333333
1.16173E+12,26.9,21.53333333
1.16182E+12,26.575,7.370833333
1.16191E+12,27.05,7.3375
1.16199E+12,27.93333333,3.829166667
1.16208E+12,27.675,8.383333333
1.16217E+12,27.525,2.675
1.16225E+12,26.825,10.50416667
1.16234E+12,26.66666667,24.07916667
1.16243E+12,27.35,5.641666667
1.16251E+12,27.575,10.35
1.1626E+12,28.15,0.095833333
1.16268E+12,27.3,2.95
1.16277E+12,26.7,5.654166667
1.16286E+12,27.66666667,2.7625
1.16294E+12,27.26666667,0.395833333
1.16303E+12,26.86666667,24.97083333
1.16312E+12,26.65,10.32916667
1.1632E+12,25.76666667,45.59583333
1.16329E+12,26.575,2.266666667
1.16338E+12,25.9,9.233333333
1.16346E+12,27.1,0.220833333
1.16355E+12,26.5,8.504166667
1.16364E+12,27.33333333,3.754166667
1.16372E+12,27.75,0.966666667
1.16381E+12,28.8,0.525
1.16389E+12,27.525,7.525
1.16398E+12,26.425,20.0625
1.16407E+12,27.2,8.929166667
1.16415E+12,26.5,16.55
1.16424E+12,26.95,11.64166667
1.16433E+12,25.825,26.05
1.16441E+12,26.5,17.0625
1.1645E+12,26.7,1.730434783
1.16459E+12,26.3,23.7826087
1.16467E+12,25.55,2.4
1.16476E+12,27.2,1.260869565
1.16484E+12,27.33333333,15.11304348
1.16493E+12,26.95,1.5125
1.16502E+12,26.775,0.1125
1.1651E+12,26.525,0.979166667
1.16519E+12,27.7,0.0125
1.16528E+12,27.5,13.95
1.16536E+12,27.725,5.579166667
1.16545E+12,26,10.43333333
1.16554E+12,26.975,1.766666667
1.16562E+12,26.775,1.304166667
1.16571E+12,27.725,4.791666667
1.1658E+12,26.825,21.00416667
1.16588E+12,27.075,6.254166667
1.16597E+12,27.175,21.79583333
1.16605E+12,26.15,18.35833333
1.16614E+12,27.6,3.204166667
1.16623E+12,27.93333333,4.9625
1.16631E+12,26.13333333,55.30833333
1.1664E+12,26.225,180.3208333
1.16649E+12,23.975,176.7
1.16657E+12,26,12.2875
1.16666E+12,26.05,5.65
1.16675E+12,26.66666667,3.154166667
1.16683E+12,26.625,2.954166667
1.16692E+12,25.275,8.779166667
1.167E+12,26.5,48.1125
1.16709E+12,24.15,92.57083333
1.16718E+12,25.5,25.55833333
1.16726E+12,24.55,25.74347826
1.16735E+12,26.375,0.008695652
1.16744E+12,26.475,1.408695652
1.16752E+12,26.875,0.008695652
1.16761E+12,27.55,0.420833333
1.1677E+12,27.125,4.679166667
1.16778E+12,26.35,39.86666667
1.16787E+12,26.05,15.61666667
1.16796E+12,27.03333333,2.795833333
1.16804E+12,27.96666667,0.004166667
1.16813E+12,27.96666667,0.004166667
1.16821E+12,27.9,6.725
1.1683E+12,25.16666667,19.825
1.16839E+12,26.875,4.716666667
1.16847E+12,25.1,134.4541667
1.16856E+12,24.05,111.85
1.16865E+12,24.475,2.233333333
1.16873E+12,24.225,6.820833333
1.16882E+12,25.83333333,6.604347826
1.16891E+12,26.66666667,1.013043478
1.16899E+12,27.66666667,2.365217391
1.16908E+12,26.95,19.60869565
1.16916E+12,27.25,5.541666667
1.16925E+12,26.76666667,22.45833333
1.16934E+12,27.56666667,3.908333333
1.16942E+12,27.5,0.008333333
1.16951E+12,26.3,1.933333333
1.1696E+12,27.2,2.595833333
1.16968E+12,24.8,2.766666667
1.16977E+12,25.4,15.91666667
1.16986E+12,25.5,12.72083333
1.16994E+12,25.86666667,0.291666667
1.17003E+12,26.5,0
1.17012E+12,25.86666667,0
1.1702E+12,25.775,0
1.17029E+12,25.8,0
1.17037E+12,26.5,0
1.17046E+12,26.425,0
1.17055E+12,26.3,0.033333333
1.17063E+12,26.275,0.05
1.17072E+12,26.73333333,0
1.17081E+12,27.125,0
1.17089E+12,27.025,0
1.17098E+12,27.3,0
1.17107E+12,27.425,0
1.17115E+12,27.2,0.029166667
1.17124E+12,27.225,7.370833333
1.17132E+12,27.53333333,1.908333333
1.17141E+12,27.66666667,0.2875
1.1715E+12,27.26666667,11.9375
1.17158E+12,27.16666667,18.7125
1.17167E+12,27,6.125
1.17176E+12,27.23333333,12.13333333
1.17184E+12,26.15,9.075
1.17193E+12,26.875,1.033333333
1.17202E+12,27.575,1.216666667
1.1721E+12,27.6,3.6
1.17219E+12,27.075,8.329166667
1.17228E+12,27.15,5.145833333
1.17236E+12,26.825,9.4625
1.17245E+12,26.225,19.3875
1.17253E+12,26.975,1.358333333
1.17262E+12,25.175,57.6125
1.17271E+12,23.575,12.8375
1.17279E+12,25.775,27.11666667
1.17288E+12,26.875,8.9
1.17297E+12,26.525,8.854166667
1.17305E+12,27.35,0.216666667
1.17314E+12,27.225,9.6375
1.17323E+12,27.5,0.033333333
1.17331E+12,27.575,0.004166667
1.1734E+12,27.9,0
1.17348E+12,28,0
1.17357E+12,27.875,0.054166667
1.17366E+12,28.43333333,0
1.17374E+12,27.23333333,23
1.17383E+12,27.3,11.6125
1.17392E+12,27.2,9.241666667
1.174E+12,27.53333333,0.5125
1.17409E+12,27.6,0
1.17418E+12,28.2,3.883333333
1.17426E+12,27.925,1.020833333
1.17435E+12,27.625,23.12916667
1.17444E+12,26.375,4.870833333
1.17452E+12,26.825,4.633333333
1.17461E+12,26.5,5.341666667
1.17469E+12,28.1,6.85
1.17478E+12,28.625,16.5875
1.17487E+12,27.675,1.025
1.17495E+12,27.83333333,0.454166667
1.17504E+12,27.575,2.783333333
1.17513E+12,26.275,28.5625
1.17521E+12,26.45,19.07916667
1.1753E+12,26.825,29.1
1.17539E+12,26.15,0.916666667
1.17547E+12,27.66666667,0.691666667
1.17556E+12,27.46666667,11.20416667
1.17564E+12,27.875,4.791666667
1.17573E+12,28.35,0
1.17582E+12,28.5,0.2375
1.1759E+12,27.125,23.83333333
1.17599E+12,28.175,10.9625
1.17608E+12,27.3,5.254166667
1.17616E+12,27.26666667,8.816666667
1.17625E+12,27.175,4.2
1.17634E+12,26.525,29.77916667
1.17642E+12,25.825,32.76666667
1.17651E+12,27.45,11.29166667
1.1766E+12,28.26666667,4.054166667
1.17668E+12,28.7,6.8
1.17677E+12,27.76666667,1.016666667
1.17685E+12,27.425,7.5875
1.17694E+12,27.96666667,0.629166667
1.17703E+12,28.13333333,2.291666667
1.17711E+12,28.23333333,5.975
1.1772E+12,28.06666667,14.38333333
1.17729E+12,27.125,33.72916667
1.17737E+12,26.43333333,6.375
1.17746E+12,27.975,52.82916667
1.17755E+12,26.55,6.216666667
1.17763E+12,26.66666667,44.7375
1.17772E+12,27.05,19.8375
1.1778E+12,27.375,24.52083333
1.17789E+12,27.73333333,12.075
1.17798E+12,27.9,38.3875
1.17806E+12,26.35,2.220833333
1.17815E+12,26.96666667,26.45833333
1.17824E+12,27.15,0.791666667
1.17832E+12,28,0
1.17841E+12,28.95,0
1.1785E+12,29.16666667,0
1.17858E+12,29.26666667,0.408333333
1.17867E+12,27.06666667,8.8875
1.17876E+12,28.5,20.69166667
1.17884E+12,27.475,1.270833333
1.17893E+12,28.225,3.770833333
1.17901E+12,27.55,9.241666667
1.1791E+12,27.825,11.34583333
1.17919E+12,26.13333333,1.7875
1.17927E+12,28.075,0.520833333
1.17936E+12,27.325,23.4
1.17945E+12,27.8,0.391666667
1.17953E+12,27.175,0.154166667
1.17962E+12,28.125,0.958333333
1.17971E+12,28.3,0.145833333
1.17979E+12,27.425,9.458333333
1.17988E+12,27.8,1.854166667
1.17996E+12,28.625,0.183333333
1.18005E+12,28.75,0.558333333
1.18014E+12,27.825,0.858333333
1.18022E+12,28.225,3.179166667
1.18031E+12,28.5,0
1.1804E+12,27.7,8.545833333
1.18048E+12,28.5,2.9875
1.18057E+12,27.25,9.45
1.18066E+12,26.525,18.50833333
1.18074E+12,27.875,0.775
1.18083E+12,28.45,0
1.18092E+12,27.5,13.075
1.181E+12,28.16666667,0.2
1.18109E+12,27.85,0
1.18117E+12,28.66666667,0
1.18126E+12,27.675,1.695833333
1.18135E+12,28.53333333,0.679166667
1.18143E+12,28.1,0.779166667
1.18152E+12,28.03333333,5.65
1.18161E+12,27.45,6.908333333
1.18169E+12,27.825,2.55
1.18178E+12,28.26666667,0.6625
1.18187E+12,27.425,24.12916667
1.18195E+12,26.5,25.98333333
1.18204E+12,26.13333333,2.341666667
1.18212E+12,28.175,0.6625
1.18221E+12,28.125,9.425
1.1823E+12,27.825,0
1.18238E+12,28.125,0.779166667
1.18247E+12,27.7,1.8875
1.18256E+12,28.65,0
1.18264E+12,29.4,0.933333333
1.18273E+12,28.275,69.84583333
