,temp_mean,rain_mean
9.88848E+11,27.975,3.608333333
9.88934E+11,27.425,15.64166667
9.89021E+11,28.925,0.0625
9.89107E+11,28.675,3.658333333
9.89194E+11,27.05,11.70416667
9.8928E+11,27.5,2.254166667
9.89366E+11,28.775,7.275
9.89453E+11,26.875,8.733333333
9.89539E+11,28.725,0
9.89626E+11,26.725,1.7375
9.89712E+11,28.35,0
9.89798E+11,28.45,0.025
9.89885E+11,29.45,0
9.89971E+11,29.3,0.979166667
9.90058E+11,28,8.7375
9.90144E+11,26.975,18.0875
9.9023E+11,27.85,0
9.90317E+11,28.9,0
9.90403E+11,29.75,0.9375
9.9049E+11,27.925,14.30416667
9.90576E+11,28.2,0.2625
9.90662E+11,28.7,0
9.90749E+11,28.8,3.691666667
9.90835E+11,28.6,6
9.90922E+11,26.075,14.66666667
9.91008E+11,26.5,5.658333333
9.91094E+11,27.525,0
9.91181E+11,27.5,19.1
9.91267E+11,27.175,3.779166667
9.91354E+11,29,0.133333333
9.9144E+11,28.375,0.766666667
9.91526E+11,26.925,5.858333333
9.91613E+11,27.325,1.479166667
9.91699E+11,27.85,0.3125
9.91786E+11,25.65,6.141666667
9.91872E+11,26.775,6.525
9.91958E+11,26.96666667,0
9.92045E+11,28.33333333,0
9.92131E+11,28.76666667,0
9.92218E+11,28.36666667,9.443478261
9.92304E+11,27.93333333,11.87391304
9.9239E+11,27.03333333,17.65217391
9.92477E+11,28.26666667,0.339130435
9.92563E+11,26.625,47.14782609
9.9265E+11,26.43333333,1.652173913
9.92736E+11,28.26666667,0.043478261
9.92822E+11,28.13333333,0.034782609
9.92909E+11,28.16666667,1.529166667
9.92995E+11,27.43333333,1.395833333
9.93082E+11,28.66666667,1.283333333
9.93168E+11,27.3,13.34782609
9.93254E+11,28.85,0
9.93341E+11,28.9,0
9.93427E+11,28.625,17.87826087
9.93514E+11,27,0.270833333
9.936E+11,28.45,0.429166667
9.93686E+11,28.2,11.35
9.93773E+11,26.525,2.241666667
9.93859E+11,28.7,0
9.93946E+11,28.825,0
9.94032E+11,28.675,0
9.94118E+11,28.525,0
9.94205E+11,28.45,0
9.94291E+11,28.25,0
9.94378E+11,28.025,0.030434783
9.94464E+11,28.125,0
9.9455E+11,28.375,0
9.94637E+11,29.4,0
9.94723E+11,29.25,2.617391304
9.9481E+11,28.3,1.039130435
9.94896E+11,27.575,0.465217391
9.94982E+11,28.025,0.560869565
9.95069E+11,28.95,0
9.95155E+11,27.5,14.78695652
9.95242E+11,27.675,0
9.95328E+11,26.475,14.74782609
9.95414E+11,28,0.073913043
9.95501E+11,28.125,0
9.95587E+11,27.1,15.6173913
9.95674E+11,27.95,1.013043478
9.9576E+11,28.025,0.047826087
9.95846E+11,28.275,0.234782609
9.95933E+11,28.45,2.3
9.96019E+11,27.45,8.834782609
9.96106E+11,27.325,1.42173913
9.96192E+11,28.75,0.013043478
9.96278E+11,26.3,24.03043478
9.96365E+11,27.125,0.913043478
9.96451E+11,27.625,8.313043478
9.96538E+11,27.325,4.860869565
9.96624E+11,26.775,0.365217391
9.9671E+11,25.925,13.69130435
9.96797E+11,26.8,0.013043478
9.96883E+11,27.4,6.465217391
9.9697E+11,26.8,24.20869565
9.97056E+11,27.85,0
9.97142E+11,28.375,0
9.97229E+11,26.5,22.13043478
9.97315E+11,27.1,0.186956522
9.97402E+11,28.55,6.060869565
9.97488E+11,26.775,19.03478261
9.97574E+11,28.65,0.004347826
9.97661E+11,28.75,0
9.97747E+11,27.75,0.882608696
9.97834E+11,28.55,0
9.9792E+11,28.35,0.87826087
9.98006E+11,27.175,0.2125
9.98093E+11,28.625,0
9.98179E+11,29.125,0.0125
9.98266E+11,27.725,10.09583333
9.98352E+11,26.625,0.004166667
9.98438E+11,27.7,0.295833333
9.98525E+11,29.05,0
9.98611E+11,28.825,0.066666667
9.98698E+11,28.825,0
9.98784E+11,28.8,6.266666667
9.9887E+11,25.75,21.875
9.98957E+11,27.85,0.004166667
9.99043E+11,28.6,30.3125
9.9913E+11,25.8,1.054166667
9.99216E+11,27.125,0
9.99302E+11,28.425,0
9.99389E+11,27.875,5.558333333
9.99475E+11,28.325,35.27083333
9.99562E+11,27.1,3.425
9.99648E+11,26.925,4.8625
9.99734E+11,26.025,8.270833333
9.99821E+11,26.1,2.304166667
9.99907E+11,27.275,0.4625
9.99994E+11,28.45,0.116666667
1.00008E+12,28.2,0.045833333
1.00017E+12,27.15,0.0125
1.00025E+12,27.975,0.004166667
1.00034E+12,28.65,0
1.00043E+12,27.9,1.204166667
1.00051E+12,28.1,0.5125
1.0006E+12,27.825,16.26666667
1.00068E+12,26.975,1.816666667
1.00077E+12,27.975,0.004166667
1.00086E+12,25.575,22.2625
1.00094E+12,27.75,0.475
1.00103E+12,28.25,0.3125
1.00112E+12,26.7,20.14166667
1.0012E+12,26.975,3.408333333
1.00129E+12,28.05,0.4375
1.00138E+12,27.575,0.533333333
1.00146E+12,28.375,0
1.00155E+12,26.325,9.029166667
1.00164E+12,27.3,57.35833333
1.00172E+12,25.55,1.775
1.00181E+12,27.425,1.483333333
1.00189E+12,26.575,11.075
1.00198E+12,27.9,15.29166667
1.00207E+12,26.6,5.333333333
1.00215E+12,27.8,5.35
1.00224E+12,28.3,3.066666667
1.00233E+12,26.875,0.275
1.00241E+12,26.125,8.304166667
1.0025E+12,27.025,0.004166667
1.00259E+12,28.35,0
1.00267E+12,27.3,6.033333333
1.00276E+12,27.425,2.558333333
1.00284E+12,28.2,0.05
1.00293E+12,28.825,0
1.00302E+12,27.525,4.845833333
1.0031E+12,28.525,21.05833333
1.00319E+12,27.1,0.408333333
1.00328E+12,28.6,2.591666667
1.00336E+12,28.05,5.520833333
1.00345E+12,27.825,0.008333333
1.00354E+12,28.15,0.070833333
1.00362E+12,27.9,19.99130435
1.00371E+12,28.25,14.1
1.0038E+12,27.2,1.634782609
1.00388E+12,27.9,3.556521739
1.00397E+12,27.3,0.9625
1.00405E+12,27.225,3.116666667
1.00414E+12,27.3,2.516666667
1.00423E+12,26.95,2.675
1.00431E+12,27.6,102.4166667
1.0044E+12,26.6,2.808333333
1.00449E+12,24.6,21.56666667
1.00457E+12,27.1,0.570833333
1.00466E+12,25.225,5.404166667
1.00475E+12,27.175,0.275
1.00483E+12,27.05,0.233333333
1.00492E+12,26,26.70833333
1.005E+12,27.175,0.158333333
1.00509E+12,27.8,0.5375
1.00518E+12,27.625,0.4375
1.00526E+12,27.5,3.654166667
1.00535E+12,27.75,0.108333333
1.00544E+12,28.175,0.0875
1.00552E+12,27.2,4.4125
1.00561E+12,28,1.495833333
1.0057E+12,27.05,22.72916667
1.00578E+12,25.275,4.3625
1.00587E+12,26.8,3.366666667
1.00596E+12,26.65,0.045833333
1.00604E+12,27.5,0.041666667
1.00613E+12,26.825,9.729166667
1.00621E+12,27,0.195833333
1.0063E+12,26.63333333,30.525
1.00639E+12,27.3,0.291666667
1.00647E+12,27,15.6125
1.00656E+12,26.8,0.016666667
1.00665E+12,26.7,1.283333333
1.00673E+12,26.8,0.004166667
1.00682E+12,27.33333333,0
1.00691E+12,27.73333333,0.025
1.00699E+12,28.03333333,17.875
1.00708E+12,26.1,10.725
1.00716E+12,27.3,6.6875
1.00725E+12,26.425,46.50416667
1.00734E+12,26.975,4.279166667
1.00742E+12,27.55,0.508333333
1.00751E+12,27.85,0.120833333
1.0076E+12,27.45,1.170833333
1.00768E+12,27.075,0.979166667
1.00777E+12,27.35,0.004166667
1.00786E+12,27.825,2.416666667
1.00794E+12,27.225,22.45
1.00803E+12,25.675,11.76666667
1.00812E+12,26.65,29.28333333
1.0082E+12,27.275,0.0375
1.00829E+12,27.25,9.65
1.00837E+12,28.1,0.025
1.00846E+12,28.2,0
1.00855E+12,26.725,18.93333333
1.00863E+12,27.625,3.9625
1.00872E+12,26.175,14.575
1.00881E+12,26.575,19.6625
1.00889E+12,25.25,41.04166667
1.00898E+12,25.95,0.008333333
1.00907E+12,25.65,2.166666667
1.00915E+12,25.6,19.31666667
1.00924E+12,25.35,3.916666667
1.00932E+12,25.325,34.725
1.00941E+12,24,143.3541667
1.0095E+12,26.6,0
1.00958E+12,26,1.8
1.00967E+12,26.4,0.533333333
1.00976E+12,26.7,0
1.00984E+12,26.775,0
1.00993E+12,26.775,0.008333333
1.01002E+12,26.775,0
1.0101E+12,26.775,0.0125
1.01019E+12,26.925,0.1875
1.01028E+12,27.25,0.433333333
1.01036E+12,27.075,0
1.01045E+12,26.575,0.591666667
1.01053E+12,26.25,7.791666667
1.01062E+12,26.575,0.879166667
1.01071E+12,26.475,1.0125
1.01079E+12,27,0.125
1.01088E+12,27.125,0.1375
1.01097E+12,27.375,0
1.01105E+12,27.325,0
1.01114E+12,27.4,1.208333333
1.01123E+12,27.375,15.475
1.01131E+12,27.55,0
1.0114E+12,27.675,0.745833333
1.01148E+12,27.775,0.033333333
1.01157E+12,27.225,1.120833333
1.01166E+12,26.875,24.825
1.01174E+12,25.8,28.7625
1.01183E+12,24.95,56.575
1.01192E+12,25.4,23.2875
1.012E+12,26.85,0
1.01209E+12,27.325,0
1.01218E+12,27.575,0.133333333
1.01226E+12,27.5,0
1.01235E+12,27.4,1.945833333
1.01244E+12,27,0
1.01252E+12,26.975,0
1.01261E+12,26.975,0.825
1.01269E+12,27.1,6.291666667
1.01278E+12,27.15,0.2625
1.01287E+12,27.2,0
1.01295E+12,27.2,0
1.01304E+12,27.025,0
1.01313E+12,26.825,0
1.01321E+12,26.9,0
1.0133E+12,27.325,0
1.01339E+12,27.525,0.016666667
1.01347E+12,28.075,4.045833333
1.01356E+12,24.025,24.61666667
1.01364E+12,27.2,0.004166667
1.01373E+12,25.75,0.025
1.01382E+12,27.55,0
1.0139E+12,27.175,0
1.01399E+12,27.425,0
1.01408E+12,27.675,0
1.01416E+12,27.35,1.066666667
1.01425E+12,27.1,8.141666667
1.01434E+12,27.175,17.8
1.01442E+12,27.9,0.25
1.01451E+12,28.05,0.0875
1.0146E+12,27.225,5.866666667
1.01468E+12,27.35,0.116666667
1.01477E+12,27.625,2.566666667
1.01485E+12,27.775,0.254166667
1.01494E+12,28.175,0.033333333
1.01503E+12,27.875,4.433333333
1.01511E+12,27.575,1.5875
1.0152E+12,27.7,0
1.01529E+12,27.675,0.958333333
1.01537E+12,27.725,0
1.01546E+12,27.65,0
1.01555E+12,28,0
1.01563E+12,28.05,0
1.01572E+12,28.15,0
1.0158E+12,28.225,0
1.01589E+12,28,0
1.01598E+12,28.45,0
1.01606E+12,27.75,20.47083333
1.01615E+12,26.675,18.80833333
1.01624E+12,27.65,0.5375
1.01632E+12,28.4,0.979166667
1.01641E+12,27.075,13.4625
1.0165E+12,27.925,5.429166667
1.01658E+12,26.725,22.15
1.01667E+12,27.425,2.108333333
1.01676E+12,26.725,8.45
1.01684E+12,26.8,5.3375
1.01693E+12,28.525,0.008333333
1.01701E+12,28.7,5.641666667
1.0171E+12,28.325,7.5875
1.01719E+12,28.575,0.758333333
1.01727E+12,29.125,2.55
1.01736E+12,28.025,7.604166667
1.01745E+12,27.575,8.883333333
